gene_id	transcript_id(s)	3h_Sal-Brk-dark_2	3h_Sal-Brk-dark_3	3h_Sal-Brk-light_2	3h_Sal-Brk-light_3	3h_Ubi-Brk-light_2	3h_Ubi-Brk-light_3
FBgn0015550	FBtr0075216	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0015553	FBtr0081131	1170.00	1123.00	1130.00	1110.00	1078.00	1035.00
FBgn0015558	FBtr0077224,FBtr0329900,FBtr0329901,FBtr0329902,FBtr0329903,FBtr0333749	126.00	156.00	187.00	186.00	168.00	197.00
FBgn0015561	FBtr0088586	23.00	29.00	14.00	26.00	28.00	23.00
FBgn0015568	FBtr0081544	25.00	0.00	4.00	4.00	4.00	21.00
FBgn0015569	FBtr0289953,FBtr0305910,FBtr0305911	770.00	475.00	482.00	713.00	470.00	323.00
FBgn0015570	FBtr0081540,FBtr0310421	42.00	13.00	13.00	7.00	19.00	13.00
FBgn0015571	FBtr0081545,FBtr0300496,FBtr0310527,FBtr0339708	441.00	437.00	439.00	518.00	644.00	578.00
FBgn0015572	FBtr0081546	33.00	30.00	51.00	36.00	42.00	40.00
FBgn0015574	FBtr0081549	1.00	0.00	2.00	2.00	3.00	3.00
FBgn0015575	FBtr0081550	83.00	21.00	23.00	28.00	14.00	6.00
FBgn0015576	FBtr0081553	30.00	17.00	14.00	31.00	0.00	0.00
FBgn0015577	FBtr0302354,FBtr0302355	102.00	47.00	67.00	83.00	63.00	61.00
FBgn0015582	FBtr0088176	1199.83	1207.00	1202.00	1309.49	1263.00	1423.90
FBgn0015583	FBtr0079716	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0015584	FBtr0087080	0.00	2.00	0.00	0.00	0.00	0.00
FBgn0015585	FBtr0073182,FBtr0346805	1.00	0.00	0.00	0.00	0.00	0.00
FBgn0015586	FBtr0075038,FBtr0308781	0.00	0.00	4.00	0.00	1.00	2.00
FBgn0015589	FBtr0085351,FBtr0336767,FBtr0445314	5000.00	3947.00	5192.00	4854.00	4438.00	4835.00
FBgn0015591	FBtr0084744,FBtr0346367	94.00	55.00	74.00	120.00	151.00	81.00
FBgn0015600	FBtr0077662,FBtr0077663,FBtr0077664,FBtr0077665,FBtr0110903,FBtr0112883,FBtr0329906,FBtr0329907,FBtr0335388,FBtr0335389	3634.00	4342.00	4784.00	4662.00	5207.00	5459.00
FBgn0015602	FBtr0087441,FBtr0087442,FBtr0305588	4717.00	4769.00	4867.00	5288.00	4772.00	4671.00
FBgn0015609	FBtr0081013,FBtr0081014,FBtr0081015,FBtr0081016,FBtr0081017,FBtr0081018,FBtr0081019,FBtr0081020,FBtr0100313,FBtr0100314,FBtr0100315,FBtr0100316	1573.00	1488.00	2525.00	1695.00	2954.00	3251.00
FBgn0015614	FBtr0088930,FBtr0309866	2821.00	3262.00	3174.00	3359.00	3054.00	3096.00
FBgn0015615	FBtr0074290	7305.00	6251.00	7376.00	7481.00	6882.00	6805.00
FBgn0015618	FBtr0076369	869.00	879.00	1017.00	1006.00	1043.00	1021.00
FBgn0015621	FBtr0078011	1455.00	1593.00	1714.00	1738.00	1625.00	1560.00
FBgn0015622	FBtr0085437,FBtr0085438,FBtr0110909,FBtr0334873	11185.00	13418.00	12876.00	14215.00	12780.00	12494.00
FBgn0015623	FBtr0079250,FBtr0079251,FBtr0331223,FBtr0331224	6040.00	6996.00	7456.00	7562.00	7625.00	7622.00
FBgn0015625	FBtr0084728,FBtr0334578	5368.00	5105.00	5201.00	5352.00	4429.00	4545.00
FBgn0015663	FBtr0077532,FBtr0339571	240.00	299.00	342.00	286.00	397.00	421.00
FBgn0015664	FBtr0079889,FBtr0310483	9532.00	8166.00	8646.00	9001.00	8239.00	7902.00
FBgn0015714	FBtr0087451,FBtr0345527	3.00	0.00	269.00	0.00	509.00	480.00
FBgn0015721	FBtr0089600,FBtr0342842	0.00	5.00	3.00	0.00	4.00	11.00
FBgn0015737	FBtr0085164	12655.00	15082.00	16238.00	15236.00	15999.00	16116.00
FBgn0015754	FBtr0087236,FBtr0087240,FBtr0087241,FBtr0304747	6468.00	6035.00	6672.00	6820.00	6468.00	6717.00
FBgn0015756	FBtr0080163,FBtr0080164,FBtr0340226	89160.00	98965.00	100962.00	100500.00	111714.00	102607.00
FBgn0015765	FBtr0084580,FBtr0084581,FBtr0300572	653.00	768.00	792.00	739.00	846.00	807.00
FBgn0015766	FBtr0077131,FBtr0077132,FBtr0077133,FBtr0345001	27770.00	32882.00	31672.00	29405.00	33850.00	32688.81
FBgn0015770	FBtr0081585	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0015772	FBtr0081187,FBtr0081189,FBtr0340325,FBtr0340326	3561.00	3159.00	3476.00	3273.00	3361.00	3515.00
FBgn0015773	FBtr0073942,FBtr0308337,FBtr0346088	50.00	83.00	203.00	73.00	133.00	341.00
FBgn0015774	FBtr0073940,FBtr0302016,FBtr0302017,FBtr0302018,FBtr0304874,FBtr0304875,FBtr0331596	1807.00	1682.00	2114.00	1970.00	2217.00	2417.00
FBgn0015776	FBtr0079384,FBtr0332370	3276.00	4422.00	4708.00	4416.00	4661.00	4758.00
FBgn0015777	FBtr0079381,FBtr0079382,FBtr0079383,FBtr0100381,FBtr0100382,FBtr0332369	9912.00	11824.00	10967.00	11998.00	11895.00	10901.00
FBgn0015778	FBtr0082797,FBtr0082799,FBtr0346346,FBtr0346347	74455.00	83467.00	78464.00	83823.00	71531.00	71171.00
FBgn0015781	FBtr0083713	1458.00	1435.00	1525.00	1530.00	1360.00	1410.00
FBgn0015789	FBtr0077337	5026.00	4696.00	4877.00	5212.00	4933.00	4779.00
FBgn0015790	FBtr0084010,FBtr0084011	11922.00	11775.00	12597.00	12972.00	11953.00	12317.00
FBgn0015791	FBtr0080626,FBtr0080627,FBtr0343678	1350.00	1447.00	1627.00	1536.00	1671.00	1659.00
FBgn0015793	FBtr0076705,FBtr0331832	565.00	655.00	785.00	811.00	815.00	754.00
FBgn0015794	FBtr0070849	1078.00	1200.00	1277.00	1297.00	1321.00	1367.00
FBgn0015795	FBtr0084503,FBtr0308611,FBtr0308612	4602.00	4575.00	4937.00	5136.00	4762.00	4745.00
FBgn0015797	FBtr0080361,FBtr0346437	3739.00	4041.00	4026.00	4385.00	3575.00	3629.00
FBgn0015799	FBtr0070146	8578.00	8031.00	8049.00	8599.00	7717.00	7438.00
FBgn0015801	FBtr0072427,FBtr0305671	1072.00	1593.00	1505.00	1324.00	1018.00	1267.00
FBgn0015803	FBtr0081356,FBtr0081357,FBtr0112885,FBtr0302106,FBtr0336747,FBtr0336748,FBtr0336749,FBtr0479856	2144.00	2187.00	2610.00	2349.00	2384.00	2494.00
FBgn0015805	FBtr0073317	19297.00	18005.00	19003.00	20948.00	18299.00	17428.00
FBgn0015808	FBtr0081109	3040.85	3035.94	3663.67	3181.17	3608.76	3607.75
FBgn0015818	FBtr0070894	4134.00	4601.00	4682.00	4811.00	4224.00	4374.00
FBgn0015828	FBtr0076108	2399.00	2670.00	2401.00	2768.00	2293.00	2267.00
FBgn0015829	FBtr0073234,FBtr0300449	1129.00	1184.00	1288.00	1366.00	1262.00	1280.00
FBgn0015831	FBtr0307275,FBtr0307276	10.00	9.00	7.00	16.00	13.00	5.00
FBgn0015834	FBtr0079053	19063.00	18669.00	20265.00	20404.00	20925.00	19769.00
FBgn0015838	FBtr0088566,FBtr0330624	8599.00	9382.00	9719.00	9602.00	10097.00	9623.00
FBgn0015872	FBtr0088141,FBtr0088142,FBtr0331387,FBtr0331388,FBtr0331389,FBtr0331390,FBtr0339488	1694.00	2149.00	2021.00	2034.00	2216.00	2348.00
FBgn0015903	FBtr0072066,FBtr0072067,FBtr0072068,FBtr0072069,FBtr0072070,FBtr0332926	2331.00	1915.00	1746.00	2017.00	1811.00	1475.00
FBgn0015904	FBtr0075908,FBtr0300551	2893.00	3388.96	3904.00	3542.96	3308.96	3907.92
FBgn0015905	FBtr0077952	1795.00	1618.00	1657.00	1770.00	1491.00	1551.00
FBgn0015919	FBtr0075909	5094.00	5695.04	6288.00	5760.04	5824.04	6177.08
FBgn0015924	FBtr0078087,FBtr0078088,FBtr0304741,FBtr0331232,FBtr0331233	1146.00	1440.00	1642.00	1476.00	2039.00	1789.00
FBgn0015925	FBtr0089871,FBtr0089872	2575.00	2170.00	2665.00	2383.00	2734.00	2547.00
FBgn0015926	FBtr0074007,FBtr0330404	3246.00	2905.00	2884.00	3223.00	2978.00	2682.00
FBgn0015929	FBtr0088982,FBtr0345797	13312.00	11208.00	11487.00	12665.00	10915.00	9855.00
FBgn0015946	FBtr0075130	0.00	0.00	1.39	0.00	0.00	0.00
FBgn0015949	FBtr0086483,FBtr0086484,FBtr0111010,FBtr0330248	11509.00	9816.00	11691.00	10790.00	11864.00	11918.00
FBgn0016013	FBtr0073278	126.00	86.00	89.00	71.00	94.00	69.00
FBgn0016031	FBtr0077159,FBtr0077160,FBtr0077161,FBtr0333595	859.10	1190.27	1173.46	1747.09	546.59	852.33
FBgn0016032	FBtr0089033,FBtr0336873	41.00	32.00	35.00	53.00	14.00	21.00
FBgn0016034	FBtr0089631,FBtr0089632,FBtr0089633,FBtr0347062	183.00	185.00	158.00	210.00	192.00	199.00
FBgn0016036	FBtr0076836	16.00	22.00	20.00	28.00	23.00	18.00
FBgn0016038	FBtr0089723,FBtr0089724,FBtr0089725,FBtr0089726,FBtr0335122,FBtr0335123	2304.00	2682.00	2788.00	2676.00	2792.00	2580.00
FBgn0016041	FBtr0071073,FBtr0071074,FBtr0333748	8871.00	7927.00	7372.00	8630.00	7326.00	6677.00
FBgn0016047	FBtr0089379,FBtr0089380,FBtr0089381,FBtr0089382,FBtr0339483	1.00	3.00	0.00	0.00	7.00	3.00
FBgn0016053	FBtr0112519,FBtr0112520,FBtr0342987	1.00	4.00	5.00	7.00	13.00	16.00
FBgn0016054	FBtr0081404,FBtr0081405,FBtr0336829,FBtr0336830	646.00	689.00	749.00	705.00	957.00	901.00
FBgn0016059	FBtr0086890,FBtr0086891,FBtr0302161	10393.00	12967.00	16053.00	14041.00	17260.00	17174.00
FBgn0016061	FBtr0085168,FBtr0289998,FBtr0309179,FBtr0309180	57.00	49.00	60.00	40.00	22.00	49.00
FBgn0016070	FBtr0076549,FBtr0076550,FBtr0076551,FBtr0290103,FBtr0290104	2924.00	2595.00	2509.00	2693.00	2359.00	2420.00
FBgn0016075	FBtr0079036,FBtr0333540,FBtr0333541	7978.00	5351.00	7560.00	5898.00	6722.00	6932.00
FBgn0016076	FBtr0079070,FBtr0079071,FBtr0300020,FBtr0342936,FBtr0346579	1827.00	1660.00	3335.00	2528.00	2632.00	3364.00
FBgn0016078	FBtr0088552,FBtr0088553,FBtr0306111	1301.00	1781.00	1598.00	1591.00	1776.00	1478.00
FBgn0016081	FBtr0076417,FBtr0301435,FBtr0306240,FBtr0306241,FBtr0306242,FBtr0333858,FBtr0333859,FBtr0333860	5879.00	4185.00	6365.00	4887.00	6227.00	6454.00
FBgn0016119	FBtr0084432,FBtr0305982,FBtr0333777	7243.00	7756.00	6793.00	7789.00	6522.00	6204.00
FBgn0016120	FBtr0083727,FBtr0083728,FBtr0346155	13347.00	14101.00	12390.00	14664.00	12857.00	11758.00
FBgn0016122	FBtr0079685,FBtr0333416	186.00	170.00	157.00	267.00	261.00	202.00
FBgn0016123	FBtr0085733,FBtr0085734	6.00	4.00	6.00	6.00	19.00	639.00
FBgn0016126	FBtr0089063,FBtr0089065,FBtr0089067,FBtr0089069,FBtr0333670	5378.00	5596.00	6239.00	5953.00	6676.00	6701.00
FBgn0016131	FBtr0087102,FBtr0087103,FBtr0087104,FBtr0340063,FBtr0345340	3679.00	3570.00	4075.00	4004.00	4344.00	4257.00
FBgn0016641	FBtr0071686	2635.00	2121.00	2717.00	2471.00	2502.00	2722.00
FBgn0016650	FBtr0083509,FBtr0083510	2.00	0.00	0.00	0.00	0.00	0.00
FBgn0016660	FBtr0079076,FBtr0343225	2.00	10.00	0.00	0.00	30.00	3.00
FBgn0016672	FBtr0082865	1457.00	1721.00	1799.00	1828.00	1869.00	1936.00
FBgn0016675	FBtr0081201,FBtr0302360	2.00	0.00	5.00	0.00	0.00	0.00
FBgn0016684	FBtr0087463,FBtr0329884	57.00	72.00	74.00	59.00	80.00	67.00
FBgn0016685	FBtr0085552,FBtr0334701	32912.00	38932.00	33582.00	41159.00	33802.00	31657.00
FBgn0016687	FBtr0072343,FBtr0273253,FBtr0305985	14412.00	14745.00	14878.00	14878.00	14278.00	13534.00
FBgn0016691	FBtr0083063	13136.00	13140.00	11756.00	13299.00	12501.00	11264.00
FBgn0016693	FBtr0082654,FBtr0082655	3388.00	3182.00	3738.00	3600.00	3603.00	3716.00
FBgn0016694	FBtr0076775,FBtr0076776,FBtr0076777,FBtr0076780,FBtr0076782,FBtr0300499,FBtr0300500,FBtr0306535,FBtr0332080,FBtr0332081,FBtr0332082,FBtr0332083,FBtr0346536	3414.00	4487.00	2942.00	3929.00	3068.00	2524.00
FBgn0016696	FBtr0078247,FBtr0078250,FBtr0304935,FBtr0304936,FBtr0331523	11235.00	14325.00	14761.00	14605.00	15028.00	16305.00
FBgn0016697	FBtr0086910,FBtr0086911	9617.00	8820.00	8673.00	9420.00	8974.00	8217.00
FBgn0016698	FBtr0077589	1743.00	1750.00	1946.00	1839.00	2018.00	1989.00
FBgn0016701	FBtr0086829,FBtr0086830	2482.00	2791.00	3013.00	3020.00	3419.00	3538.00
FBgn0016715	FBtr0072561	272.00	183.00	207.00	235.00	249.00	242.00
FBgn0016726	FBtr0071592,FBtr0071593,FBtr0305669	31778.00	37182.00	36435.00	35898.00	44741.00	39749.00
FBgn0016754	FBtr0112888,FBtr0112889,FBtr0308562,FBtr0308563,FBtr0308564,FBtr0330380,FBtr0335206	1757.00	1607.00	1859.00	1741.00	1812.00	1910.00
FBgn0016756	FBtr0077095,FBtr0077096,FBtr0306259	14876.00	12603.00	16462.00	14161.00	16086.00	16554.00
FBgn0016762	FBtr0072083	742.00	795.00	764.00	736.00	806.00	764.00
FBgn0016794	FBtr0072926,FBtr0072927	2345.00	2287.00	2747.00	2514.00	2700.00	2898.00
FBgn0016797	FBtr0075028,FBtr0075029,FBtr0112890,FBtr0299586,FBtr0330194,FBtr0330195,FBtr0332735	24799.00	29893.00	32057.00	31090.00	35576.00	34778.00
FBgn0016917	FBtr0089484,FBtr0089485,FBtr0089486,FBtr0089487,FBtr0100457,FBtr0334581,FBtr0334582,FBtr0334583,FBtr0334584,FBtr0334585,FBtr0334586	12277.00	9742.00	11304.00	10643.00	12549.00	11021.00
FBgn0016919	FBtr0301173,FBtr0340651	1.00	0.00	0.00	0.00	1.00	0.00
FBgn0016920	FBtr0300012,FBtr0304843,FBtr0343224,FBtr0347408,FBtr0347409	1.00	2.00	0.00	1.00	2.00	2.00
FBgn0016926	FBtr0077987,FBtr0077988,FBtr0332272	1779.00	1995.00	2428.00	2143.00	2231.00	2740.00
FBgn0016930	FBtr0089288,FBtr0089289,FBtr0089290,FBtr0100447,FBtr0100448,FBtr0329933,FBtr0336949	3344.00	3160.00	4778.00	3647.00	5111.00	6188.00
FBgn0016970	FBtr0088505	592.00	620.00	594.00	593.00	614.00	601.00
FBgn0016974	FBtr0070923,FBtr0334014	3.00	0.00	4.00	6.00	1.00	2.00
FBgn0016975	FBtr0302020,FBtr0302021,FBtr0344111,FBtr0344466	1.50	2.00	1.00	1.00	3.00	2.50
FBgn0016976	FBtr0301618,FBtr0301619,FBtr0344112,FBtr0344465	1.50	2.00	1.00	1.00	3.00	2.50
FBgn0016977	FBtr0078121,FBtr0078122,FBtr0078123,FBtr0306341,FBtr0330652,FBtr0330653,FBtr0332336,FBtr0332337	21164.00	18411.00	25054.00	19547.00	22254.00	24199.00
FBgn0016978	FBtr0079355,FBtr0331375	7283.00	8613.00	7984.00	8740.00	7895.00	8138.00
FBgn0016983	FBtr0076851,FBtr0301611,FBtr0331849,FBtr0331850,FBtr0333404	17711.00	14307.00	16264.00	16023.00	15822.00	14898.00
FBgn0016984	FBtr0071563,FBtr0342801,FBtr0344196	5232.00	4934.00	5642.98	5360.00	5506.00	5593.98
FBgn0017414	FBtr0088239,FBtr0331937	466.00	465.00	560.00	546.00	521.00	593.00
FBgn0017418	FBtr0089506,FBtr0089507,FBtr0089508,FBtr0306057,FBtr0332850,FBtr0332851	3554.00	3113.00	3725.00	3658.00	3698.00	3661.00
FBgn0017424	FBtr0347179	0.00	1.00	0.00	1.00	0.00	3.00
FBgn0017429	FBtr0076649,FBtr0330166,FBtr0333114	1292.00	1187.00	1186.00	1130.00	1277.00	1164.00
FBgn0017430	FBtr0076650	1372.00	1370.00	1350.00	1506.00	1520.00	1341.00
FBgn0017448	FBtr0085861,FBtr0303376	0.00	0.00	0.00	0.00	27.00	8.00
FBgn0017456	FBtr0081552	0.00	0.00	0.00	0.00	0.00	2.00
FBgn0017457	FBtr0078133,FBtr0333408	4690.00	4927.00	4747.00	5543.00	4687.00	4346.00
FBgn0017482	FBtr0071848	627.00	548.00	481.00	531.00	436.00	433.00
FBgn0017545	FBtr0089175,FBtr0089176,FBtr0308296	121583.00	116794.00	128383.00	122528.00	142439.00	131657.00
FBgn0017550	FBtr0078741,FBtr0078742,FBtr0345140	11210.00	11021.00	12075.00	12223.00	12054.00	11936.00
FBgn0017551	FBtr0079342	2082.00	2249.00	2577.00	2381.00	2870.00	2544.00
FBgn0017556	FBtr0072350,FBtr0343481	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0017558	FBtr0088508,FBtr0112892,FBtr0306807,FBtr0333004	1569.00	1471.00	1514.00	1572.00	1382.00	1436.00
FBgn0017561	FBtr0073404,FBtr0073405,FBtr0343584,FBtr0346304	0.00	0.00	0.00	3.00	0.00	2.00
FBgn0017566	FBtr0071180,FBtr0071181	11024.00	10185.00	9903.00	10560.00	9636.00	9150.00
FBgn0017567	FBtr0083191	2750.00	2608.00	2488.00	2902.00	2352.00	2367.00
FBgn0017572	FBtr0075358,FBtr0331560	7006.00	7105.00	7093.00	7726.00	6817.00	6840.00
FBgn0017577	FBtr0082279	9395.00	8285.00	7940.00	9197.00	7391.00	6323.00
FBgn0017578	FBtr0075018,FBtr0310276,FBtr0345391	1859.00	2254.00	2102.00	2358.00	2111.00	2144.00
FBgn0017579	FBtr0076633	82499.00	99811.00	99477.00	101589.00	112692.00	103054.00
FBgn0017581	FBtr0082534,FBtr0082535	30518.00	28407.00	40252.00	30634.00	41423.00	43338.00
FBgn0017590	FBtr0084337	1.00	3.00	1.00	0.00	1.00	1.00
FBgn0019624	FBtr0082473,FBtr0082474,FBtr0334890,FBtr0347553	12180.00	12500.00	10648.00	13273.00	10970.00	10239.00
FBgn0019637	FBtr0078704	6362.00	6853.00	6997.00	7289.00	6673.00	6513.00
FBgn0019643	FBtr0072254,FBtr0072255	26.00	9.00	10.00	16.00	9.00	6.00
FBgn0019644	FBtr0076405	13653.00	14095.00	12596.00	14092.00	13316.00	11857.00
FBgn0019650	FBtr0089185,FBtr0339509,FBtr0479793	1.00	2.00	1.00	0.00	1.00	1.00
FBgn0019660	FBtr0073514,FBtr0073515,FBtr0308845,FBtr0308846,FBtr0343985,FBtr0343986	450.00	1158.00	752.00	246.00	1113.00	1070.00
FBgn0019661	FBtr0070634,FBtr0070635,FBtr0337066,FBtr0337067,FBtr0345714	20924.00	45459.00	31573.15	12456.00	43486.00	40375.00
FBgn0019662	FBtr0076846,FBtr0302045,FBtr0332729	1538.00	1536.00	1611.00	1491.00	1554.00	1583.00
FBgn0019686	FBtr0081328,FBtr0081329,FBtr0081330,FBtr0306234	4368.00	4205.00	4345.00	4392.00	4492.00	3951.00
FBgn0019809	FBtr0079837	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0019828	FBtr0089741,FBtr0089742,FBtr0305962	0.00	0.00	0.00	0.00	0.00	30.00
FBgn0019830	FBtr0077731,FBtr0077734	4144.00	4392.00	4452.00	4610.00	4561.00	4567.00
FBgn0019890	FBtr0080561,FBtr0080562,FBtr0343669	7311.00	5976.00	8448.00	6997.00	8835.00	9011.00
FBgn0019925	FBtr0083117	5965.00	7416.00	6984.00	7443.00	7489.00	6975.00
FBgn0019928	FBtr0087664	0.00	0.00	0.00	0.00	0.00	1.00
FBgn0019929	FBtr0071387	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0019932	FBtr0079994	701.00	729.00	900.00	763.00	867.00	955.00
FBgn0019936	FBtr0083964	56453.00	59314.00	66888.00	65017.00	72272.00	67589.00
FBgn0019938	FBtr0087511	9641.00	7801.00	8012.00	8263.00	6606.00	6328.00
FBgn0019940	FBtr0347603	3.00	3.00	0.00	3.00	1.00	1.00
FBgn0019949	FBtr0071937	1333.00	1359.00	1426.00	1480.00	1546.00	1563.00
FBgn0019952	FBtr0084599,FBtr0334870	480.17	739.42	780.07	711.69	665.52	795.18
FBgn0019957	FBtr0084172,FBtr0084173,FBtr0335194	6963.00	6625.00	6843.00	6877.00	6647.00	6223.00
FBgn0019960	FBtr0290271,FBtr0335199,FBtr0335200	11142.00	9544.00	10243.00	10177.00	9381.00	8830.00
FBgn0019968	FBtr0087357,FBtr0329955,FBtr0329956,FBtr0329957,FBtr0346265	7216.00	5683.00	7428.00	6551.00	6755.00	7149.00
FBgn0019972	FBtr0085482	4201.00	4356.00	4669.00	4838.00	4520.00	4401.00
FBgn0019982	FBtr0077453,FBtr0110812	1344.00	1586.00	1396.00	1478.00	1335.00	1359.00
FBgn0019985	FBtr0089184,FBtr0332858,FBtr0332859,FBtr0344897	14.00	14.00	12.00	8.00	18.00	16.00
FBgn0019990	FBtr0085787,FBtr0334551,FBtr0334552	4946.00	3825.00	4924.00	4475.00	4567.00	4752.00
FBgn0020018	FBtr0084664	1629.00	1550.00	1738.00	1561.00	1855.00	1779.00
FBgn0020224	FBtr0076614,FBtr0076615	2902.00	2671.00	3065.00	2950.00	2960.00	3262.00
FBgn0020235	FBtr0085539,FBtr0085540,FBtr0085541	21227.00	20412.00	19933.00	21365.00	19363.00	18202.00
FBgn0020236	FBtr0300596,FBtr0300597,FBtr0300598,FBtr0340016	11368.00	8798.00	11037.00	9546.00	11295.00	11060.00
FBgn0020238	FBtr0083565,FBtr0083566,FBtr0083567,FBtr0083568	103105.00	105370.00	104698.00	115889.00	102934.00	98938.00
FBgn0020248	FBtr0072712,FBtr0072713	0.00	0.00	9.00	0.00	3.00	4.00
FBgn0020249	FBtr0081844,FBtr0081845,FBtr0081846,FBtr0306260	3902.00	3999.00	4290.00	4128.00	4565.00	4319.00
FBgn0020251	FBtr0076968,FBtr0301562	2442.00	2228.00	2476.00	2430.00	2561.00	2338.00
FBgn0020255	FBtr0073471,FBtr0073472,FBtr0340164,FBtr0340165	46391.00	48154.00	44843.00	52170.00	42937.00	38926.00
FBgn0020257	FBtr0071924,FBtr0330249,FBtr0343014	18183.00	17882.00	19907.00	19766.00	21364.00	20929.00
FBgn0020258	FBtr0080638	37.00	68.00	95.00	73.00	101.00	80.00
FBgn0020261	FBtr0074784,FBtr0302082	7185.00	6593.00	6998.00	6944.00	6834.00	6809.00
FBgn0020269	FBtr0087477,FBtr0345427	7.00	9.00	31.00	6.00	21.00	31.00
FBgn0020270	FBtr0080213	3522.00	3532.00	3441.00	3273.00	3670.00	3480.00
FBgn0020272	FBtr0077211,FBtr0346380	1752.00	1463.00	1559.00	1778.00	1349.00	1391.00
FBgn0020277	FBtr0074969,FBtr0301489	3.00	3.00	2.00	3.00	2.00	3.00
FBgn0020278	FBtr0084273,FBtr0084275,FBtr0084276,FBtr0304669,FBtr0309249	3347.00	3173.00	3374.00	3390.00	3364.00	3663.00
FBgn0020279	FBtr0088774,FBtr0088775,FBtr0088776,FBtr0100575,FBtr0301915,FBtr0301916,FBtr0301917,FBtr0304681,FBtr0304682,FBtr0330630,FBtr0330631,FBtr0346957	65767.00	59556.00	62867.00	66036.00	59614.00	59665.00
FBgn0020280	FBtr0078852,FBtr0345252	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0020294	FBtr0078324,FBtr0333449	10637.00	10316.00	10176.00	10320.00	8589.00	9392.00
FBgn0020299	FBtr0082959,FBtr0112893,FBtr0334955,FBtr0334956,FBtr0334957	3483.00	2803.00	3568.00	2835.00	3866.00	3963.00
FBgn0020300	FBtr0075126	428.00	461.00	670.00	479.00	656.00	745.00
FBgn0020304	FBtr0078037,FBtr0302120,FBtr0302121,FBtr0302612,FBtr0334763	4727.00	4063.00	5230.00	4723.00	5401.00	5827.00
FBgn0020305	FBtr0078030	3045.00	3432.00	3136.00	3528.00	2637.00	2585.00
FBgn0020306	FBtr0071602,FBtr0071603,FBtr0071604,FBtr0342890	48323.00	35962.23	42764.36	41584.00	37519.37	36574.00
FBgn0020307	FBtr0071775,FBtr0071776	4969.00	5251.00	5014.00	4788.00	4079.00	4590.00
FBgn0020309	FBtr0080260,FBtr0080261,FBtr0080262,FBtr0080263,FBtr0305262,FBtr0335473,FBtr0335474,FBtr0335475,FBtr0335476	39431.00	39629.00	43183.00	42872.00	43730.00	43002.00
FBgn0020312	FBtr0071637,FBtr0071638	3825.00	4104.00	4610.00	4418.00	5021.00	4903.00
FBgn0020369	FBtr0077189	12049.00	11253.00	11501.00	12390.00	10056.00	10465.00
FBgn0020370	FBtr0087774,FBtr0087775,FBtr0339755,FBtr0344199	12991.00	10162.00	12727.00	11791.00	12743.00	12253.00
FBgn0020371	FBtr0089699,FBtr0343734	0.00	0.00	0.00	0.00	0.00	0.00
FBgn0020372	FBtr0072130,FBtr0100255,FBtr0330600	4.00	2.00	6.00	0.00	2.00	4.00
FBgn0020376	FBtr0077466	0.00	1.00	0.00	1.00	4.00	2.00
FBgn0020377	FBtr0088004,FBtr0303037	0.00	0.00	1.00	0.00	0.00	0.00
FBgn0020378	FBtr0071381,FBtr0273354,FBtr0310290,FBtr0331335	97.00	416.00	22.00	33.00	415.00	152.00
FBgn0020379	FBtr0305995,FBtr0337103,FBtr0337104,FBtr0337105,FBtr0337106,FBtr0337107	662.00	679.00	848.00	797.00	890.00	971.00
FBgn0020381	FBtr0114559,FBtr0114560,FBtr0114561,FBtr0340083	2188.00	2957.00	3009.00	2768.00	3435.00	3548.00
FBgn0020385	FBtr0082264,FBtr0082265,FBtr0082266,FBtr0100144,FBtr0305662	1652.24	1468.18	2098.83	1657.85	1824.46	2309.29
FBgn0020386	FBtr0072464,FBtr0072465,FBtr0072466,FBtr0072467,FBtr0072468,FBtr0072469,FBtr0072470,FBtr0072471,FBtr0333218	3095.00	3125.00	3871.00	3761.00	3487.00	4256.00
FBgn0020388	FBtr0075969	4056.00	4077.00	4453.00	4188.00	4605.00	4218.00
FBgn0020389	FBtr0074885,FBtr0074886,FBtr0074887,FBtr0074888,FBtr0074889,FBtr0111108,FBtr0332146,FBtr0332147	1428.00	1502.00	1672.00	1632.00	1669.00	1711.00
FBgn0020391	FBtr0087728	117.00	177.00	124.86	139.00	184.00	193.52
FBgn0020392	FBtr0076728	8538.00	7690.00	7826.00	8053.00	7012.00	7042.00
FBgn0020399	FBtr0083260	1.00	6.00	4.00	1.00	4.00	7.00
FBgn0020407	FBtr0083259	1076.00	914.00	1302.00	992.00	1252.00	1195.00
FBgn0020412	FBtr0076236,FBtr0076237,FBtr0332707	6860.00	7063.00	7414.00	7375.00	7330.00	7320.00
FBgn0020414	FBtr0080862,FBtr0080863,FBtr0080864,FBtr0342945	235.00	196.00	152.00	156.00	141.00	97.00
FBgn0020415	FBtr0080861,FBtr0305984,FBtr0308080	151.00	145.00	91.00	133.00	110.00	108.00
FBgn0020416	FBtr0080860	28.00	12.00	12.00	7.00	7.00	6.00
FBgn0020429	FBtr0089577	7.00	1.00	1.00	8.00	1.00	1.00
